Telonics Data Report
Report Format,Condensed,1
Headers Row,23
Data Source,Argos
TDC Version,1.65 SECO1349

CTN,630234B
Comment,
Argos ID,117335

Report Period Begins,2012.04.27 21:16:17
Report Period Ends,2012.10.23 01:56:43

Report File Number,1 of 1
File Coverage Begins,2012.04.27 21:16:17
File Coverage Ends,2012.10.23 01:56:43

Measurement Units,,,degrees,degrees,meters,,degrees,degrees,,meters,meters,degrees C,Hit,,,,Yes/No,Yes/No,Yes/No,
Resolution,,,,,,,0.000043,0.000043,,5,5,,,,,,,,,
Range Minimum,,,,,,,-90.000000,-180.000000,,,,-40,,,,,,,,
Range Maximum,,,,,,,90.000000,180.000000,,,,70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Argos Location Class,Argos Latitude,Argos Longitude,Argos Altitude,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,Temperature,Satellite Uplink,Receive Time,Satellite Name,Repetition Count,Low Voltage,Mortality,Predeployment Data,Error
2012.07.24 21:56:52,2012.07.24 21:56:52,,,,,,,,,,,,Hit,2012.07.24 21:56:52,K,1,No,No,,CRC Error
2012.07.24 22:11:13,2012.07.24 22:11:13,,,,,,,,,,,,Hit,2012.07.24 22:11:13,N,1,No,No,,CRC Error
2012.07.24 22:12:14,2012.07.24 22:12:14,A,64.875,-147.888,185,,,,,,,,,2012.07.24 22:12:14,N,3,,,,
2012.07.24 22:13:16,2012.07.24 22:13:16,,,,,,,,,,,,Hit,2012.07.24 22:13:16,N,1,No,No,,CRC Error
2012.07.24 22:15:19,2012.07.24 22:15:19,,,,,,,,,,,,Hit,2012.07.24 22:15:19,N,1,No,No,,CRC Error
2012.07.24 22:33:46,2012.07.24 22:33:46,,,,,,,,,,,,Hit,2012.07.24 22:33:46,P,1,No,No,No,Invalid Page
2012.07.24 22:35:49,2012.07.24 22:35:49,,,,,,,,,,,,Hit,2012.07.24 22:35:49,P,1,No,No,No,Invalid Page
2012.07.24 22:36:50,2012.07.24 22:36:50,3,64.883,-147.877,212,,,,,,,,,2012.07.24 22:36:50,P,4,,,,
2012.07.24 22:37:52,2012.07.24 22:37:52,,,,,,,,,,,,Hit,2012.07.24 22:37:52,P,1,No,No,No,Invalid Page
2012.07.24 22:39:55,2012.07.24 22:39:55,,,,,,,,,,,,Hit,2012.07.24 22:39:55,P,1,No,No,No,Invalid Page
2012.07.24 22:41:58,2012.07.24 22:41:58,,,,,,,,,,,,Hit,2012.07.24 22:41:58,A,1,No,No,No,Invalid Page
2012.07.24 22:42:59,2012.07.24 22:42:59,B,64.882,-147.873,209,,,,,,,,,2012.07.24 22:42:59,A,2,,,,
2012.07.24 22:44:01,2012.07.24 22:44:01,,,,,,,,,,,,Hit,2012.07.24 22:44:01,A,1,No,No,No,Invalid Page
2012.07.24 22:46:03,2012.07.24 22:46:03,B,64.882,-147.873,209,,,,,,,,,2012.07.24 22:46:03,L,1,,,,
2012.07.24 22:46:04,2012.07.24 22:46:04,,,,,,,,,,,,Hit,2012.07.24 22:46:04,L,1,No,No,,CRC Error
2012.07.24 23:33:13,2012.07.24 23:33:13,,,,,,,,,,,,Hit,2012.07.24 23:33:13,K,1,No,No,No,Invalid Page
2012.07.24 23:34:14,2012.07.24 23:34:14,A,64.883,-147.870,210,,,,,,,,,2012.07.24 23:34:14,K,3,,,,
2012.07.24 23:35:16,2012.07.24 23:35:16,,,,,,,,,,,,Hit,2012.07.24 23:35:16,K,1,No,No,No,Invalid Page
2012.07.24 23:39:22,2012.07.24 23:39:22,,,,,,,,,,,,Hit,2012.07.24 23:39:22,K,1,No,No,,CRC Error
2012.07.24 23:51:40,2012.07.24 23:51:40,,,,,,,,,,,,Hit,2012.07.24 23:51:40,N,1,No,No,No,Invalid Page
2012.07.24 23:53:43,2012.07.24 23:53:43,,,,,,,,,,,,Hit,2012.07.24 23:53:43,N,1,No,No,No,Invalid Page
2012.07.24 23:54:44,2012.07.24 23:54:44,3,64.881,-147.871,204,,,,,,,,,2012.07.24 23:54:44,N,5,,,,
2012.07.24 23:55:46,2012.07.24 23:55:46,,,,,,,,,,,,Hit,2012.07.24 23:55:46,N,1,No,No,No,Invalid Page
2012.07.24 23:57:49,2012.07.24 23:57:49,,,,,,,,,,,,Hit,2012.07.24 23:57:49,N,1,No,No,,CRC Error
2012.07.25 00:01:55,2012.07.25 00:01:55,,,,,,,,,,,,Hit,2012.07.25 00:01:55,N,1,No,No,,CRC Error
2012.07.25 00:16:16,2012.07.25 00:16:16,B,64.882,-147.870,206,,,,,,,,,2012.07.25 00:16:16,P,1,,,,
2012.07.25 00:16:17,2012.07.25 00:16:17,,,,,,,,,,,,Hit,2012.07.25 00:16:17,P,1,No,No,,CRC Error
2012.07.25 00:55:13,2012.07.25 00:55:13,,,,,,,,,,,,Hit,2012.07.25 00:55:13,M,1,No,No,,CRC Error
2012.07.25 00:55:13,2012.07.25 00:55:13,B,64.883,-147.867,206,,,,,,,,,2012.07.25 00:55:13,M,1,,,,
2012.07.25 01:15:43,2012.07.25 01:15:43,,,,,,,,,,,,Hit,2012.07.25 01:15:43,K,1,No,No,No,Invalid Page
2012.07.25 01:16:44,2012.07.25 01:16:44,B,64.883,-147.867,206,,,,,,,,,2012.07.25 01:16:44,K,2,,,,
2012.07.25 01:17:46,2012.07.25 01:17:46,,,,,,,,,,,,Hit,2012.07.25 01:17:46,K,1,No,No,No,Invalid Page
2012.07.29 20:00:01,2012.07.29 20:00:01,,,,,,,,,,,,Hit,2012.07.29 20:00:01,P,1,No,No,No,Invalid Page
2012.07.29 20:02:04,2012.07.29 20:02:04,B,64.872,-147.883,167,,,,,,,,,2012.07.29 20:02:04,P,2,,,,
2012.07.29 20:04:07,2012.07.29 20:04:07,,,,,,,,,,,,Hit,2012.07.29 20:04:07,L,1,No,No,,CRC Error
2012.07.29 20:04:07,2012.07.29 20:04:07,B,64.880,-147.872,198,,,,,,,,,2012.07.29 20:04:07,L,2,,,,
2012.07.29 20:04:07,2012.07.29 20:04:07,,,,,,,,,,,,Hit,2012.07.29 20:04:07,P,1,No,No,No,Invalid Page
2012.07.29 20:10:16,2012.07.29 20:10:16,,,,,,,,,,,,Hit,2012.07.29 20:10:16,L,1,No,No,No,Invalid Page
2012.07.29 20:55:22,2012.07.29 20:55:22,,,,,,,,,,,,Hit,2012.07.29 20:55:22,A,1,No,No,,CRC Error
2012.07.29 20:57:25,2012.07.29 20:57:25,2,64.884,-147.876,216,,,,,,,,,2012.07.29 20:57:25,A,4,,,,
2012.07.29 20:57:25,2012.07.29 20:57:25,,,,,,,,,,,,Hit,2012.07.29 20:57:25,A,1,No,No,No,Invalid Page
2012.07.29 20:59:28,2012.07.29 20:59:28,,,,,,,,,,,,Hit,2012.07.29 20:59:28,A,1,No,No,No,Invalid Page
2012.07.29 21:05:37,2012.07.29 21:05:37,,,,,,,,,,,,Hit,2012.07.29 21:05:37,A,1,No,No,,CRC Error
2012.07.29 21:17:55,2012.07.29 21:17:55,,,,,,,,,,,,Hit,2012.07.29 21:17:55,N,1,No,No,No,Invalid Page
2012.07.29 21:21:20,2012.07.29 21:21:20,A,64.883,-147.865,207,,,,,,,,,2012.07.29 21:21:20,N,3,,,,
2012.07.29 21:22:01,2012.07.29 21:22:01,,,,,,,,,,,,Hit,2012.07.29 21:22:01,N,1,No,No,No,Invalid Page
2012.07.29 21:24:04,2012.07.29 21:24:04,B,64.883,-147.865,206,,,,,,,,,2012.07.29 21:24:04,M,1,,,,
2012.07.29 21:24:04,2012.07.29 21:24:04,,,,,,,,,,,,Hit,2012.07.29 21:24:04,M,1,No,No,No,Invalid Page
2012.07.29 21:24:04,2012.07.29 21:24:04,,,,,,,,,,,,Hit,2012.07.29 21:24:04,N,1,No,No,,CRC Error
2012.07.29 21:38:25,2012.07.29 21:38:25,,,,,,,,,,,,Hit,2012.07.29 21:38:25,P,1,No,No,,CRC Error
2012.07.29 21:40:28,2012.07.29 21:40:28,,,,,,,,,,,,Hit,2012.07.29 21:40:28,P,1,No,No,No,Invalid Page
2012.07.29 21:42:31,2012.07.29 21:42:31,,,,,,,,,,,,Hit,2012.07.29 21:42:31,L,1,No,No,No,Invalid Page
2012.07.29 21:42:31,2012.07.29 21:42:31,2,64.882,-147.878,209,,,,,,,,,2012.07.29 21:42:31,P,5,,,,
2012.07.29 21:44:34,2012.07.29 21:44:34,A,64.884,-147.866,209,,,,,,,,,2012.07.29 21:44:34,L,3,,,,
2012.07.29 21:44:34,2012.07.29 21:44:34,,,,,,,,,,,,Hit,2012.07.29 21:44:34,P,1,No,No,No,Invalid Page
2012.07.29 21:46:37,2012.07.29 21:46:37,,,,,,,,,,,,Hit,2012.07.29 21:46:37,L,2,No,No,No,Invalid Page
2012.07.29 21:48:40,2012.07.29 21:48:40,,,,,,,,,,,,Hit,2012.07.29 21:48:40,L,2,No,No,No,Invalid Page
2012.07.29 22:35:49,2012.07.29 22:35:49,,,,,,,,,,,,Hit,2012.07.29 22:35:49,A,1,No,No,,CRC Error
2012.07.29 22:35:49,2012.07.29 22:35:49,B,64.885,-147.862,212,,,,,,,,,2012.07.29 22:35:49,A,2,,,,
2012.07.29 22:41:58,2012.07.29 22:41:58,,,,,,,,,,,,Hit,2012.07.29 22:41:58,A,1,No,No,No,Invalid Page
2012.07.29 22:56:19,2012.07.29 22:56:19,,,,,,,,,,,,Hit,2012.07.29 22:56:19,N,1,No,No,No,Invalid Page
2012.07.29 22:59:43,2012.07.29 22:59:43,A,64.885,-147.857,216,,,,,,,,,2012.07.29 22:59:43,N,3,,,,
2012.07.29 23:00:25,2012.07.29 23:00:25,,,,,,,,,,,,Hit,2012.07.29 23:00:25,N,1,No,No,No,Invalid Page
2012.07.29 23:02:28,2012.07.29 23:02:28,,,,,,,,,,,,Hit,2012.07.29 23:02:28,N,1,No,No,No,Invalid Page
2012.07.29 23:16:48,2012.07.29 23:16:48,B,64.886,-147.859,217,,,,,,,,,2012.07.29 23:16:48,K,1,,,,
2012.07.29 23:16:49,2012.07.29 23:16:49,,,,,,,,,,,,Hit,2012.07.29 23:16:49,K,1,No,No,,CRC Error
2012.07.29 23:22:58,2012.07.29 23:22:58,,,,,,,,,,,,Hit,2012.07.29 23:22:58,P,1,No,No,,CRC Error
2012.07.29 23:23:59,2012.07.29 23:23:59,3,64.884,-147.869,215,,,,,,,,,2012.07.29 23:23:59,P,4,,,,
2012.07.29 23:25:01,2012.07.29 23:25:01,,,,,,,,,,,,Hit,2012.07.29 23:25:01,P,1,No,No,,CRC Error
2012.07.29 23:27:04,2012.07.29 23:27:04,,,,,,,,,,,,Hit,2012.07.29 23:27:04,P,1,No,No,No,Invalid Page
2012.07.29 23:29:07,2012.07.29 23:29:07,,,,,,,,,,,,Hit,2012.07.29 23:29:07,P,1,No,No,,CRC Error
2012.07.30 00:16:16,2012.07.30 00:16:16,B,64.880,-147.859,190,,,,,,,,,2012.07.30 00:16:16,A,2,,,,
2012.07.30 00:16:17,2012.07.30 00:16:17,,,,,,,,,,,,Hit,2012.07.30 00:16:17,A,1,No,No,No,Invalid Page
2012.07.30 00:20:23,2012.07.30 00:20:23,,,,,,,,,,,,Hit,2012.07.30 00:20:23,A,1,No,No,No,Invalid Page
2012.07.30 00:36:46,2012.07.30 00:36:46,B,64.886,-147.865,234,,,,,,,,,2012.07.30 00:36:46,N,1,,,,
2012.07.30 00:36:47,2012.07.30 00:36:47,,,,,,,,,,,,Hit,2012.07.30 00:36:47,N,1,No,No,No,Invalid Page
2012.07.30 00:53:11,2012.07.30 00:53:11,,,,,,,,,,,,Hit,2012.07.30 00:53:11,K,1,No,No,No,Invalid Page
2012.07.30 00:55:14,2012.07.30 00:55:14,,,,,,,,,,,,Hit,2012.07.30 00:55:14,K,1,No,No,No,Invalid Page
2012.07.30 00:55:54,2012.07.30 00:55:54,A,64.881,-147.879,203,,,,,,,,,2012.07.30 00:55:54,K,3,,,,
2012.07.30 00:59:20,2012.07.30 00:59:20,,,,,,,,,,,,Hit,2012.07.30 00:59:20,K,1,No,No,No,Invalid Page
2012.09.14 23:17:19,2012.09.14 23:17:19,,,,,,,,,,,4,,2012.09.15 00:26:04,M,4,,,Yes,
2012.09.14 23:18:34,2012.09.14 23:17:19,,,,,Succeeded,67.105737,-158.270631,4W,7443353,531663,,,2012.09.15 00:30:40,N,2,,,Yes,
2012.09.14 23:27:47,2012.09.14 23:27:47,,,,,,,,,,,,Hit,2012.09.14 23:27:47,P,2,No,No,Yes,
2012.09.15 00:26:03,2012.09.15 00:26:03,B,67.083,-158.286,66,,,,,,,,,2012.09.15 00:26:03,M,1,,,,
2012.09.15 00:26:04,2012.09.15 00:26:04,,,,,,,,,,,,Hit,2012.09.15 00:26:04,M,1,No,No,Yes,
2012.09.15 00:30:40,2012.09.15 00:30:40,A,67.092,-158.312,30,,,,,,,,Hit,2012.09.15 00:30:40,N,1,No,No,Yes,
2012.09.15 00:32:12,2012.09.15 00:32:12,,,,,,,,,,,,Hit,2012.09.15 00:32:12,N,2,No,No,Yes,
2012.09.15 00:42:56,2012.09.15 00:42:56,,,,,,,,,,,,Hit,2012.09.15 00:42:56,A,1,No,No,Yes,
2012.09.15 00:44:28,2012.09.15 00:44:28,A,67.083,-158.285,66,,,,,,,,Hit,2012.09.15 00:44:28,A,1,No,No,Yes,
2012.09.15 00:46:00,2012.09.15 00:46:00,,,,,,,,,,,,Hit,2012.09.15 00:46:00,A,1,No,No,,CRC Error
2012.09.15 02:07:15,2012.09.15 02:07:15,B,67.083,-158.290,65,,,,,,,,,2012.09.15 02:07:15,M,1,,,,
2012.09.15 02:07:16,2012.09.15 02:07:16,,,,,,,,,,,,Hit,2012.09.15 02:07:16,M,1,No,No,,CRC Error
2012.09.15 08:00:00,2012.09.15 08:00:00,,,,,,,,,,,3,,2012.10.02 23:37:20,A,6,,,No,
2012.09.15 08:00:38,2012.09.15 08:00:00,,,,,Succeeded,67.105737,-158.270202,4W,7443353,531682,,,2012.09.17 21:44:34,L,18,,,No,
2012.09.15 16:00:00,2012.09.15 16:00:00,,,,,,,,,,,3,,2012.10.02 23:37:20,A,6,,,No,
2012.09.15 16:00:57,2012.09.15 16:00:00,,,,,Succeeded,67.105737,-158.270288,4W,7443353,531678,,,2012.09.17 21:44:34,L,18,,,No,
2012.09.16 00:00:00,2012.09.16 00:00:00,,,,,,,,,,,10,,2012.10.02 23:37:20,A,6,,,No,
2012.09.16 00:00:34,2012.09.16 00:00:00,,,,,Succeeded,67.115350,-158.301358,4W,7444409,530318,,,2012.09.17 21:44:34,L,18,,,No,
2012.09.16 08:00:00,2012.09.16 08:00:00,,,,,,,,,,,4,,2012.10.02 23:37:20,A,6,,,No,
2012.09.16 08:00:34,2012.09.16 08:00:00,,,,,Succeeded,67.130284,-158.102317,4W,7446185,538930,,,2012.09.17 21:44:34,L,18,,,No,
2012.09.16 16:00:00,2012.09.16 16:00:00,,,,,,,,,,,4,,2012.10.02 23:37:20,A,6,,,No,
2012.09.16 16:00:49,2012.09.16 16:00:00,,,,,Succeeded,67.131314,-158.119998,4W,7446289,538162,,,2012.09.17 21:44:34,L,18,,,No,
2012.09.17 00:00:00,2012.09.17 00:00:00,,,,,,,,,,,6,,2012.10.02 23:37:20,A,6,,,No,
2012.09.17 00:01:05,2012.09.17 00:00:00,,,,,Succeeded,67.093549,-158.053565,4W,7442121,541107,,,2012.09.22 20:43:05,L,9,,,No,
2012.09.17 08:00:00,2012.09.17 08:00:00,,,,,,,,,,,5,,2012.10.02 23:37:20,A,6,,,No,
2012.09.17 08:00:34,2012.09.17 08:00:00,,,,,Succeeded,67.009091,-157.868943,4W,7432841,549296,,,2012.09.22 20:43:05,L,9,,,No,
2012.09.17 16:00:00,2012.09.17 16:00:00,,,,,,,,,,,7,,2012.10.02 23:37:20,A,6,,,No,
2012.09.17 16:00:57,2012.09.17 16:00:00,,,,,Succeeded,67.000852,-157.830234,4W,7431954,551000,,,2012.09.22 20:43:05,L,9,,,No,
2012.09.17 20:20:31,2012.09.17 20:20:31,,,,,,,,,,,,Hit,2012.09.17 20:20:31,A,1,No,No,,CRC Error
2012.09.17 20:26:39,2012.09.17 20:26:39,B,67.013,-157.964,55,,,,,,,,,2012.09.17 20:26:39,A,2,,,,
2012.09.17 20:26:40,2012.09.17 20:26:40,,,,,,,,,,,,Hit,2012.09.17 20:26:40,A,1,No,No,,CRC Error
2012.09.17 20:38:57,2012.09.17 20:38:57,B,66.962,-157.868,41,,,,,,,,,2012.09.17 20:38:57,N,1,,,,
2012.09.17 20:38:58,2012.09.17 20:38:58,,,,,,,,,,,,Hit,2012.09.17 20:38:58,N,1,No,No,,CRC Error
2012.09.17 21:17:54,2012.09.17 21:17:54,B,66.968,-157.884,51,,,,,,,,,2012.09.17 21:17:54,P,1,,,,
2012.09.17 21:17:55,2012.09.17 21:17:55,,,,,,,,,,,,Hit,2012.09.17 21:17:55,P,1,No,No,,CRC Error
2012.09.17 21:40:27,2012.09.17 21:40:27,B,66.951,-157.878,42,,,,,,,,,2012.09.17 21:40:27,M,1,,,,
2012.09.17 21:40:28,2012.09.17 21:40:28,,,,,,,,,,,,Hit,2012.09.17 21:40:28,M,1,No,No,,CRC Error
2012.09.17 21:44:33,2012.09.17 21:44:33,B,66.951,-157.872,41,,,,,,,,,2012.09.17 21:44:33,L,1,,,,
2012.09.17 21:44:34,2012.09.17 21:44:34,,,,,,,,,,,,Hit,2012.09.17 21:44:34,L,1,No,No,No,
2012.09.17 22:03:01,2012.09.17 22:03:01,,,,,,,,,,,,Hit,2012.09.17 22:03:01,A,1,No,No,,CRC Error
2012.09.17 22:04:02,2012.09.17 22:04:02,B,66.956,-157.870,41,,,,,,,,,2012.09.17 22:04:02,A,2,,,,
2012.09.17 22:05:04,2012.09.17 22:05:04,,,,,,,,,,,,Hit,2012.09.17 22:05:04,A,1,No,No,No,
2012.09.17 22:19:24,2012.09.17 22:19:24,B,66.956,-157.871,41,,,,,,,,,2012.09.17 22:19:24,N,1,,,,
2012.09.17 22:19:25,2012.09.17 22:19:25,,,,,,,,,,,,Hit,2012.09.17 22:19:25,N,1,No,No,No,
2012.09.17 22:56:18,2012.09.17 22:56:18,B,66.942,-157.880,44,,,,,,,,,2012.09.17 22:56:18,P,2,,,,
2012.09.17 23:00:24,2012.09.17 23:00:24,,,,,,,,,,,,Hit,2012.09.17 23:00:24,P,2,No,No,No,
2012.09.17 23:18:51,2012.09.17 23:18:51,,,,,,,,,,,,Hit,2012.09.17 23:18:51,M,1,No,No,,CRC Error
2012.09.17 23:18:51,2012.09.17 23:18:51,B,66.950,-157.846,41,,,,,,,,,2012.09.17 23:18:51,M,1,,,,
2012.09.17 23:22:57,2012.09.17 23:22:57,B,66.947,-157.846,41,,,,,,,,Hit,2012.09.17 23:22:57,L,1,No,No,No,
2012.09.17 23:43:27,2012.09.17 23:43:27,B,66.945,-157.849,41,,,,,,,,,2012.09.17 23:43:27,A,1,,,,
2012.09.17 23:43:27,2012.09.17 23:43:27,,,,,,,,,,,,Hit,2012.09.17 23:43:27,A,1,No,No,,CRC Error
2012.09.17 23:57:48,2012.09.17 23:57:48,B,66.940,-157.847,41,,,,,,,,Hit,2012.09.17 23:57:48,N,1,No,No,No,
2012.09.18 00:00:00,2012.09.18 00:00:00,,,,,,,,,,,7,,2012.10.02 23:37:20,A,6,,,No,
2012.09.18 00:00:42,2012.09.18 00:00:00,,,,,Succeeded,66.937337,-157.850575,4W,7424858,550244,,,2012.09.22 20:43:05,L,9,,,No,
2012.09.18 00:38:50,2012.09.18 00:38:50,A,66.929,-157.839,41,,,,,,,,,2012.09.18 00:38:50,K,3,,,,
2012.09.18 00:40:53,2012.09.18 00:40:53,,,,,,,,,,,,Hit,2012.09.18 00:40:53,K,1,No,No,,CRC Error
2012.09.18 00:44:59,2012.09.18 00:44:59,,,,,,,,,,,,Hit,2012.09.18 00:44:59,K,2,No,No,No,
2012.09.18 01:01:23,2012.09.18 01:01:23,B,66.924,-157.837,41,,,,,,,,,2012.09.18 01:01:23,L,1,,,,
2012.09.18 01:01:23,2012.09.18 01:01:23,,,,,,,,,,,,Hit,2012.09.18 01:01:23,L,1,No,No,,CRC Error
2012.09.18 08:00:00,2012.09.18 08:00:00,,,,,,,,,,,4,,2012.10.02 23:37:20,A,6,,,No,
2012.09.18 08:00:34,2012.09.18 08:00:00,,,,,Succeeded,66.903005,-157.865252,4W,7421020,549673,,,2012.09.22 20:43:05,L,9,,,No,
2012.09.18 16:00:00,2012.09.18 16:00:00,,,,,,,,,,,2,,2012.10.02 23:37:20,A,6,,,No,
2012.09.18 16:00:50,2012.09.18 16:00:00,,,,,Succeeded,66.903005,-157.860103,4W,7421024,549898,,,2012.09.22 20:20:32,A,4,,,No,
2012.09.19 00:00:00,2012.09.19 00:00:00,,,,,,,,,,,6,,2012.10.02 23:37:20,A,6,,,No,
2012.09.19 00:00:35,2012.09.19 00:00:00,,,,,Succeeded,66.843696,-157.765861,4W,7414492,554154,,,2012.09.22 20:20:32,A,4,,,No,
2012.09.19 08:00:00,2012.09.19 08:00:00,,,,,,,,,,,9,,2012.10.02 23:37:20,A,6,,,No,
2012.09.19 08:00:34,2012.09.19 08:00:00,,,,,Succeeded,66.782928,-157.723718,4W,7407757,556142,,,2012.09.22 20:20:32,A,4,,,No,
2012.09.19 16:00:00,2012.09.19 16:00:00,,,,,,,,,,,6,,2012.10.02 23:37:20,A,6,,,No,
2012.09.19 16:00:35,2012.09.19 16:00:00,,,,,Succeeded,66.781468,-157.731700,4W,7407587,555794,,,2012.09.22 20:20:32,A,4,,,No,
2012.09.20 00:00:00,2012.09.20 00:00:00,,,,,,,,,,,8,,2012.10.02 23:37:20,A,6,,,No,
2012.09.20 00:00:58,2012.09.20 00:00:00,,,,,Succeeded,66.747565,-157.731357,4W,7403808,555886,,,2012.09.22 20:20:32,A,4,,,No,
2012.09.20 08:00:00,2012.09.20 08:00:00,,,,,,,,,,,10,,2012.10.02 23:37:20,A,6,,,No,
2012.09.20 08:00:36,2012.09.20 08:00:00,,,,,Succeeded,66.739068,-157.749295,4W,7402845,555115,,,2012.09.22 22:25:35,L,9,,,No,
2012.09.20 16:00:00,2012.09.20 16:00:00,,,,,,,,,,,8,,2012.10.02 23:37:20,A,6,,,No,
2012.09.20 16:00:36,2012.09.20 16:00:00,,,,,Succeeded,66.736836,-157.750583,4W,7402595,555063,,,2012.09.22 22:25:35,L,9,,,No,
2012.09.21 00:00:00,2012.09.21 00:00:00,,,,,,,,,,,14,,2012.10.02 23:37:20,A,6,,,No,
2012.09.21 00:00:34,2012.09.21 00:00:00,,,,,Succeeded,66.694951,-157.784915,4W,7397897,553641,,,2012.09.22 22:25:35,L,9,,,No,
2012.09.21 08:00:00,2012.09.21 08:00:00,,,,,,,,,,,2,,2012.10.02 23:37:20,A,6,,,No,
2012.09.21 08:00:39,2012.09.21 08:00:00,,,,,Succeeded,66.584229,-157.886710,4W,7385472,549368,,,2012.09.22 22:25:35,L,9,,,No,
2012.09.21 16:00:00,2012.09.21 16:00:00,,,,,,,,,,,4,,2012.10.02 23:37:20,A,6,,,No,
2012.09.21 16:00:34,2012.09.21 16:00:00,,,,,Succeeded,66.559854,-157.922759,4W,7382728,547816,,,2012.09.22 22:25:35,L,9,,,No,
2012.09.22 00:00:00,2012.09.22 00:00:00,,,,,,,,,,,12,,2012.10.02 23:37:20,A,6,,,No,
2012.09.22 00:00:53,2012.09.22 00:00:00,,,,,Succeeded,66.529040,-157.998033,4W,7379238,544530,,,2012.09.27 23:57:49,K,6,,,No,
2012.09.22 08:00:00,2012.09.22 08:00:00,,,,,,,,,,,8,,2012.10.02 23:37:20,A,6,,,No,
2012.09.22 08:00:52,2012.09.22 08:00:00,,,,,Succeeded,66.523032,-158.055882,4W,7378528,541970,,,2012.09.27 23:57:49,K,6,,,No,
2012.09.22 16:00:00,2012.09.22 16:00:00,,,,,,,,,,,5,,2012.10.02 23:37:20,A,6,,,No,
2012.09.22 16:00:35,2012.09.22 16:00:00,,,,,Succeeded,66.540198,-158.080173,4W,7380425,540862,,,2012.09.27 23:57:49,K,6,,,No,
2012.09.22 20:20:32,2012.09.22 20:20:32,,,,,,,,,,,,Hit,2012.09.22 20:20:32,A,1,No,No,No,
2012.09.22 20:22:35,2012.09.22 20:22:35,,,,,,,,,,,,Hit,2012.09.22 20:22:35,P,1,No,No,,CRC Error
2012.09.22 20:22:35,2012.09.22 20:22:35,B,66.493,-158.249,57,,,,,,,,,2012.09.22 20:22:35,P,2,,,,
2012.09.22 20:24:38,2012.09.22 20:24:38,,,,,,,,,,,,Hit,2012.09.22 20:24:38,A,1,No,No,No,
2012.09.22 20:43:05,2012.09.22 20:43:05,,,,,,,,,,,,Hit,2012.09.22 20:43:05,L,1,No,No,No,
2012.09.22 20:44:06,2012.09.22 20:44:06,A,66.507,-158.115,75,,,,,,,,,2012.09.22 20:44:06,L,3,,,,
2012.09.22 20:45:08,2012.09.22 20:45:08,,,,,,,,,,,,Hit,2012.09.22 20:45:08,L,1,No,No,No,
2012.09.22 20:49:14,2012.09.22 20:49:14,,,,,,,,,,,,Hit,2012.09.22 20:49:14,L,1,No,No,No,
2012.09.22 22:00:59,2012.09.22 22:00:59,,,,,,,,,,,,Hit,2012.09.22 22:00:59,A,1,No,No,,CRC Error
2012.09.22 22:02:00,2012.09.22 22:02:00,B,66.492,-158.166,57,,,,,,,,,2012.09.22 22:02:00,A,2,,,,
2012.09.22 22:03:02,2012.09.22 22:03:02,B,66.507,-158.157,77,,,,,,,,Hit,2012.09.22 22:03:02,P,1,No,No,No,
2012.09.22 22:25:35,2012.09.22 22:25:35,B,66.510,-158.152,84,,,,,,,,Hit,2012.09.22 22:25:35,L,1,No,No,No,
2012.09.22 23:02:28,2012.09.22 23:02:28,B,66.514,-158.167,109,,,,,,,,,2012.09.22 23:02:28,N,2,,,,
2012.09.22 23:02:29,2012.09.22 23:02:29,,,,,,,,,,,,Hit,2012.09.22 23:02:29,N,1,No,No,No,
2012.09.22 23:06:35,2012.09.22 23:06:35,,,,,,,,,,,,Hit,2012.09.22 23:06:35,N,1,No,No,No,
2012.09.22 23:39:22,2012.09.22 23:39:22,B,66.513,-158.161,102,,,,,,,,,2012.09.22 23:39:22,A,1,,,,
2012.09.22 23:39:23,2012.09.22 23:39:23,,,,,,,,,,,,Hit,2012.09.22 23:39:23,A,1,No,No,No,
2012.09.22 23:45:31,2012.09.22 23:45:31,B,66.513,-158.164,102,,,,,,,,,2012.09.22 23:45:31,P,1,,,,
2012.09.22 23:45:32,2012.09.22 23:45:32,,,,,,,,,,,,Hit,2012.09.22 23:45:32,P,1,No,No,No,
2012.09.23 00:00:00,2012.09.23 00:00:00,,,,,,,,,,,12,,2012.10.02 23:37:20,A,6,,,No,
2012.09.23 00:00:51,2012.09.23 00:00:00,,,,,Succeeded,66.511359,-158.166175,4W,7377157,537084,,,2012.09.27 23:57:49,K,6,,,No,
2012.09.23 00:24:28,2012.09.23 00:24:28,B,66.512,-158.164,102,,,,,,,,,2012.09.23 00:24:28,K,1,,,,
2012.09.23 00:24:29,2012.09.23 00:24:29,,,,,,,,,,,,Hit,2012.09.23 00:24:29,K,1,No,No,,CRC Error
2012.09.23 00:34:44,2012.09.23 00:34:44,,,,,,,,,,,,Hit,2012.09.23 00:34:44,M,1,No,No,,CRC Error
2012.09.23 00:35:45,2012.09.23 00:35:45,B,66.510,-158.194,107,,,,,,,,,2012.09.23 00:35:45,M,2,,,,
2012.09.23 00:36:47,2012.09.23 00:36:47,,,,,,,,,,,,Hit,2012.09.23 00:36:47,M,1,No,No,,CRC Error
